,Date,Date,HomeTeam,AwayTeam,Helper,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,#N/A
3841,03/2013,03/2013,Stoke City,West Brom,03/2013 Stoke City West Brom,0,0,NH,27,40,35,38,1.1,1.433333333,L,L,L,W,L,W,L,W,W,L,14,10,30,LLLWL,WLWWL,3,9,0,0,0,0,0,0,0,0,-0.2666666667,0.06666666667,-0.3333333333,-0.2,4,2.5,3.3,3.1,2.3,3.3,2.9,2.37,3.25,3,2.5,3.1,2.9,#N/A
3842,03/2013,03/2013,Swansea City,Arsenal,03/2013 Swansea City Arsenal,0,2,NH,40,55,36,32,1.333333333,1.666666667,L,W,L,W,L,W,L,W,W,W,11,3,30,LWLWL,WLWWW,6,12,0,0,0,0,1,0,0,0,0.1333333333,0.7666666667,-0.3333333333,-0.2,8,3.4,3.5,2.25,3.3,3.3,2.1,3.1,3.5,2.2,3.4,3.1,2.25,#N/A
3843,03/2013,03/2013,Chelsea,West Ham United,03/2013 Chelsea West Ham United,2,0,H,58,32,30,43,1.833333333,1.1,W,W,L,W,L,L,W,L,L,W,6,18,30,WWLWL,LWLLW,9,6,0,0,0,0,0,0,0,0,0.9333333333,-0.3666666667,0.7333333333,0.1,-12,1.4,5,9,1.35,4.8,7.6,1.4,4.5,8,1.4,4,10,#N/A
3844,03/2013,03/2013,Sunderland,Norwich,03/2013 Sunderland Norwich,1,1,NH,32,27,41,45,1,1.1,L,D,L,L,L,D,L,W,D,D,13,12,30,LDLLL,DLWDD,1,6,0,0,1,0,0,0,0,0,-0.3,-0.6,-0.1,-0.1666666667,1,2.05,3.5,4,2,3.3,3.6,2.05,3.4,3.6,2.1,3.1,3.75,#N/A
3845,03/2013,03/2013,Tottenham Hotspur,Fulham,03/2013 Tottenham Hotspur Fulham,0,1,NH,51,40,36,44,1.8,1.2,L,W,W,W,W,W,D,W,D,L,4,9,30,LWWWW,WDWDL,12,8,1,0,0,0,0,0,0,0,0.5,-0.1333333333,0.6,0.1333333333,-5,1.5,4.5,7.5,1.55,3.9,5.6,1.53,4.2,6,1.53,3.6,7.5,#N/A
3846,03/2013,03/2013,Wigan,Newcastle United,03/2013 Wigan Newcastle United,2,1,H,35,40,56,50,0.9,1.1,W,L,W,L,D,W,L,W,L,W,15,5,30,WLWLD,WLWLW,7,9,0,0,0,0,0,0,0,0,-0.7,-0.3333333333,-0.2,-0.06666666667,10,2.3,3.4,3.4,2.1,3.3,3.3,2.25,3.4,3.1,2.38,3.1,3.1,#N/A
3847,03/2013,03/2013,Arsenal,Reading,03/2013 Arsenal Reading,4,1,H,55,35,32,56,1.666666667,0.7666666667,W,L,W,W,W,L,L,L,L,W,3,18,30,WLWWW,LLLLW,12,3,1,0,0,0,0,0,0,0,0.7666666667,-0.7,0.9,0.3,-15,1.25,6.5,15,1.25,5.5,10.3,1.25,6,10,1.25,5.5,12,#N/A
3848,03/2013,03/2013,Everton,Stoke City,03/2013 Everton Stoke City,1,0,H,46,27,35,35,1.6,1.1,W,W,L,L,D,L,L,L,W,L,7,14,30,WWLLD,LLLWL,7,3,0,0,0,0,0,0,0,0,0.3666666667,-0.2666666667,0.5,0.1333333333,-7,1.57,3.9,7.5,1.5,4,6.1,1.53,4,6,1.57,3.5,7,#N/A
3849,03/2013,03/2013,Manchester City,Newcastle United,03/2013 Manchester City Newcastle United,4,0,H,51,40,26,50,1.966666667,1.1,L,W,W,L,D,W,L,W,L,W,1,5,30,LWWLD,WLWLW,7,9,0,0,0,0,0,0,0,0,0.8333333333,-0.3333333333,0.8666666667,-0.06666666667,-4,1.33,5.5,11,1.3,5,9,1.28,5.5,10,1.33,4.8,10,#N/A
3850,03/2013,03/2013,Southampton,Chelsea,03/2013 Southampton Chelsea,2,1,H,39,58,51,30,0.9333333333,1.833333333,D,L,L,W,D,W,W,L,W,L,18,6,30,DLLWD,WWLWL,5,9,0,0,0,0,0,0,0,0,-0.4,0.9333333333,-0.9,-0.1333333333,12,3.5,3.5,2.2,3.6,3.3,2,3.75,3.6,1.9,3.5,3.1,2.2,#N/A
3851,03/2013,03/2013,Sunderland,Manchester United,03/2013 Sunderland Manchester United,0,1,NH,33,70,42,31,1,2.483870968,D,L,D,L,L,W,W,W,W,W,13,2,31,DLDLL,WWWWW,2,15,0,0,0,0,1,1,0,0,-0.2903225806,1.258064516,-1.483870968,-0.4193548387,11,6,4,1.65,5.1,3.6,1.65,5.5,3.8,1.6,6,3.3,1.67,#N/A
3852,03/2013,03/2013,Swansea City,Tottenham Hotspur,03/2013 Swansea City Tottenham Hotspur,1,2,NH,40,51,38,37,1.290322581,1.741935484,L,L,W,L,W,L,L,W,W,W,11,4,31,LLWLW,LLWWW,6,9,0,0,0,0,1,0,0,0,0.06451612903,0.4516129032,-0.4516129032,-0.09677419355,7,3.4,3.4,2.3,3.1,3.3,2.2,3.2,3.4,2.2,3.1,3.1,2.38,#N/A
3853,03/2013,03/2013,West Ham United,West Brom,03/2013 West Ham United West Brom,3,1,H,35,40,44,38,1.161290323,1.419354839,W,L,W,L,L,D,W,L,W,W,18,10,31,WLWLL,DWLWW,6,10,0,0,0,0,0,0,0,0,-0.2903225806,0.06451612903,-0.2580645161,-0.1290322581,8,2.3,3.4,3.4,2.2,3.2,3.2,2.3,3.3,3.1,2.3,3.2,3.2,#N/A
3854,03/2013,03/2013,Wigan,Norwich,03/2013 Wigan Norwich,1,0,H,36,28,56,46,0.9677419355,1.096774194,W,W,L,W,L,D,D,L,W,D,15,12,31,WWLWL,DDLWD,9,6,0,0,0,0,0,0,0,0,-0.6451612903,-0.5806451613,-0.1290322581,0.09677419355,3,1.95,3.6,4.33,1.95,3.35,3.7,1.9,3.4,4,1.95,3.2,4.2,#N/A
3855,03/2013,03/2013,Aston Villa,Liverpool,03/2013 Aston Villa Liverpool,1,2,NH,31,57,56,39,0.9677419355,1.451612903,W,W,L,L,W,L,W,W,W,L,16,8,31,WWLLW,LWWWL,9,9,0,0,0,0,0,0,0,0,-0.8064516129,0.5806451613,-0.4838709677,0,8,5,4,1.75,4.2,3.5,1.8,4.33,3.6,1.8,4.8,3.5,1.75,#N/A
3856,04/2013,04/2013,Fulham,Queens Park Rangers,04/2013 Fulham Queens Park Rangers,3,2,H,43,26,46,48,1.258064516,0.7419354839,W,W,D,W,D,L,W,W,L,L,9,17,31,WWDWD,LWWLL,11,6,0,0,0,0,0,0,0,0,-0.09677419355,-0.7096774194,0.5161290323,0.1612903226,-8,2,3.6,4,1.85,3.45,4,1.95,3.5,3.75,2,3.2,4,#N/A
3857,04/2013,04/2013,Norwich,Swansea City,04/2013 Norwich Swansea City,2,2,NH,28,40,46,38,1.096774194,1.290322581,D,D,L,W,D,L,L,W,L,W,12,11,31,DDLWD,LLWLW,6,6,0,0,0,0,0,0,0,0,-0.5806451613,0.06451612903,-0.1935483871,0,1,2.63,3.3,2.9,2.3,3.3,2.9,2.5,3.2,2.8,2.7,3.1,2.7,#N/A
3858,04/2013,04/2013,Reading,Southampton,04/2013 Reading Southampton,0,2,NH,35,42,57,52,0.7419354839,1,L,L,L,L,L,W,D,L,L,W,18,18,31,LLLLL,WDLLW,0,7,0,0,1,1,0,0,0,0,-0.7096774194,-0.3225806452,-0.2580645161,-0.2258064516,0,3.3,3.6,2.25,3.1,3.3,2.2,3,3.5,2.25,3.3,3.2,2.25,#N/A
3859,04/2013,04/2013,Stoke City,Aston Villa,04/2013 Stoke City Aston Villa,1,3,NH,27,31,35,56,1.096774194,0.9677419355,D,L,L,L,W,W,W,L,L,W,14,16,31,DLLLW,WWLLW,4,9,0,0,0,0,0,0,0,0,-0.2580645161,-0.8064516129,0.1290322581,-0.1612903226,-2,2.1,3.4,4,2,3.3,3.6,2.1,3.3,3.5,2.15,3.2,3.5,#N/A
3860,04/2013,04/2013,West Brom,Arsenal,04/2013 West Brom Arsenal,1,2,NH,40,59,38,33,1.419354839,1.709677419,D,W,L,W,W,W,W,L,W,W,10,3,31,DWLWW,WWLWW,10,12,0,0,0,0,0,0,0,0,0.06451612903,0.8387096774,-0.2903225806,-0.06451612903,7,4.1,3.7,1.95,3.8,3.45,1.9,4,3.5,1.9,4,3.3,1.95,#N/A
3861,04/2013,04/2013,Chelsea,Sunderland,04/2013 Chelsea Sunderland,2,1,H,61,33,33,43,1.8125,0.96875,W,L,W,W,L,L,D,L,D,L,6,13,32,WLWWL,LDLDL,9,2,0,0,0,0,0,0,0,0,0.875,-0.3125,0.84375,0.21875,-7,1.36,5,11,1.33,4.8,8.3,1.33,5,9,1.33,4.5,11,#N/A
3862,04/2013,04/2013,Liverpool,West Ham United,04/2013 Liverpool West Ham United,0,0,NH,59,35,40,44,1.5,1.15625,W,L,W,W,W,D,W,L,W,L,8,18,32,WLWWW,DWLWL,12,7,1,0,0,0,0,0,0,0,0.59375,-0.28125,0.34375,0.15625,-10,1.36,5.5,9,1.35,4.8,7.6,1.36,5,7.5,1.36,5,8,#N/A
3863,04/2013,04/2013,Newcastle United,Fulham,04/2013 Newcastle United Fulham,1,0,H,41,43,56,47,1.03125,1.21875,L,L,W,L,W,L,W,W,D,W,5,9,32,LLWLW,LWWDW,6,10,0,0,0,0,0,0,0,0,-0.46875,-0.125,-0.1875,-0.125,-4,2.1,3.5,3.8,1.95,3.4,3.6,2.1,3.4,3.4,2.05,3.4,3.6,#N/A
3864,04/2013,04/2013,Queens Park Rangers,Wigan,04/2013 Queens Park Rangers Wigan,1,1,NH,28,37,51,57,0.71875,0.96875,L,L,W,W,L,D,W,W,L,W,17,15,32,LLWWL,DWWLW,6,10,0,0,0,0,0,0,0,0,-0.71875,-0.625,-0.25,-0.125,2,2.38,3.4,3.25,2.4,3.3,2.75,2.3,3.4,3,2.4,3.1,3.1,#N/A
3865,04/2013,04/2013,Tottenham Hotspur,Everton,04/2013 Tottenham Hotspur Everton,2,2,NH,53,49,38,37,1.78125,1.625,W,L,L,W,W,D,W,W,W,L,4,7,32,WLLWW,DWWWL,9,10,0,0,0,0,0,0,0,0,0.46875,0.375,0.15625,-0.03125,-3,2.2,3.4,3.6,2.1,3.3,3.3,2.2,3.3,3.2,2.2,3.2,3.4,#N/A
3866,04/2013,04/2013,Manchester United,Manchester City,04/2013 Manchester United Manchester City,1,2,NH,71,57,33,27,2.40625,2.03125,L,W,W,W,W,W,W,L,W,W,2,1,32,LWWWW,WWLWW,12,12,1,0,0,0,0,0,0,0,1.1875,0.9375,0.375,0,1,2.3,3.5,3.3,2,3.3,3.6,2.2,3.4,3.2,2.3,3,3.4,#N/A
3867,04/2013,04/2013,Arsenal,Norwich,04/2013 Arsenal Norwich,3,1,H,61,28,34,47,1.75,1.0625,W,W,W,L,W,L,D,D,L,W,3,12,32,WWWLW,LDDLW,12,5,0,0,0,0,0,0,0,0,0.84375,-0.59375,0.6875,0.21875,-9,1.25,6.5,14,1.25,5.5,10.3,1.25,6,10,1.25,5.5,13,#N/A
3868,04/2013,04/2013,Aston Villa,Fulham,04/2013 Aston Villa Fulham,1,1,NH,32,43,58,47,0.9375,1.21875,L,W,W,L,L,L,W,W,D,W,16,9,32,LWWLL,LWWDW,6,10,0,0,0,0,0,0,0,0,-0.8125,-0.125,-0.28125,-0.125,7,2.3,3.3,3.5,2.2,3.3,3.1,2.2,3.3,3.25,2.3,3.1,3.3,#N/A
3869,04/2013,04/2013,Everton,Queens Park Rangers,04/2013 Everton Queens Park Rangers,2,0,H,49,28,37,51,1.625,0.71875,D,W,W,W,L,L,L,W,W,L,7,17,32,DWWWL,LLWWL,10,6,0,0,0,0,0,0,0,0,0.375,-0.71875,0.90625,0.125,-10,1.44,4.75,8,1.42,4.5,6.7,1.44,4.33,7,1.44,4.33,7,#N/A
3870,04/2013,04/2013,Reading,Liverpool,04/2013 Reading Liverpool,0,0,NH,36,59,61,40,0.71875,1.5,L,L,L,L,L,W,L,W,W,W,18,8,32,LLLLL,WLWWW,0,12,0,0,1,1,1,0,0,0,-0.78125,0.59375,-0.78125,-0.375,10,8,4.75,1.45,6.1,4,1.5,6.5,4.2,1.5,7,4,1.5,#N/A
3871,04/2013,04/2013,Southampton,West Ham United,04/2013 Southampton West Ham United,1,1,NH,46,36,53,45,1.121212121,1.151515152,W,W,W,D,L,D,D,W,L,W,18,18,33,WWWDL,DDWLW,10,8,0,0,0,0,0,0,0,0,-0.2121212121,-0.2727272727,-0.0303030303,0.06060606061,0,1.91,3.75,4.2,1.85,3.5,3.9,1.85,3.6,4,1.95,3.2,4.2,#N/A
3872,04/2013,04/2013,Newcastle United,Sunderland,04/2013 Newcastle United Sunderland,0,3,NH,42,34,56,45,1.090909091,0.9393939394,W,L,L,W,L,L,L,D,L,D,5,13,33,WLLWL,LLDLD,6,2,0,0,0,0,0,0,0,0,-0.4242424242,-0.3333333333,0.1515151515,0.1212121212,-8,1.95,3.5,4.5,1.9,3.45,3.8,1.9,3.4,4,1.95,3.1,4.33,#N/A
3873,04/2013,04/2013,Stoke City,Manchester United,04/2013 Stoke City Manchester United,0,2,NH,28,73,39,33,1.03030303,2.424242424,L,L,D,L,L,W,L,W,W,W,14,2,33,LLDLL,WLWWW,1,12,0,0,0,0,1,0,0,0,-0.3333333333,1.212121212,-1.393939394,-0.3333333333,12,7,3.9,1.6,5.1,3.6,1.65,6,3.75,1.57,6.5,3.4,1.62,#N/A
3874,04/2013,04/2013,Arsenal,Everton,04/2013 Arsenal Everton,0,0,NH,64,51,35,37,1.787878788,1.666666667,W,W,W,W,L,W,D,W,W,W,3,7,33,WWWWL,WDWWW,12,13,0,0,0,0,1,0,0,0,0.8787878788,0.4242424242,0.1212121212,-0.0303030303,-4,1.75,3.9,5,1.8,3.5,4.2,1.75,3.75,4.5,1.75,3.75,4.5,#N/A
3875,04/2013,04/2013,Fulham,Chelsea,04/2013 Fulham Chelsea,0,3,NH,44,64,48,33,1.212121212,1.848484848,D,L,W,W,D,W,W,L,W,W,9,6,33,DLWWD,WWLWW,8,12,0,0,0,0,0,0,0,0,-0.1212121212,0.9393939394,-0.6363636364,-0.1212121212,3,4.75,3.8,1.8,3.8,3.45,1.9,4.33,3.4,1.83,4.5,3.5,1.8,#N/A
3876,04/2013,04/2013,Manchester City,Wigan,04/2013 Manchester City Wigan,1,0,H,58,37,27,58,2.060606061,0.9393939394,W,W,W,L,W,L,D,W,W,L,1,15,33,WWWLW,LDWWL,12,7,0,0,0,0,0,0,0,0,0.9393939394,-0.6363636364,1.121212121,0.1515151515,-14,1.25,6.5,14,1.27,5.5,9,1.25,6,12,1.22,6,12,#N/A
3877,04/2013,04/2013,West Ham United,Manchester United,04/2013 West Ham United Manchester United,2,2,NH,36,73,45,33,1.151515152,2.424242424,D,D,W,L,W,W,L,W,W,W,18,2,33,DDWLW,WLWWW,8,12,0,0,0,0,1,0,0,0,-0.2727272727,1.212121212,-1.272727273,-0.1212121212,16,5.5,3.9,1.7,5.1,3.6,1.65,5.5,3.5,1.66,5.5,3.5,1.67,#N/A
3878,04/2013,04/2013,Fulham,Arsenal,04/2013 Fulham Arsenal,0,1,NH,44,64,48,35,1.212121212,1.787878788,D,L,W,W,D,W,W,W,W,L,9,3,33,DLWWD,WWWWL,8,12,0,0,0,0,0,0,0,0,-0.1212121212,0.8787878788,-0.5757575758,-0.1212121212,6,5,4,1.75,4.2,3.5,1.8,4.5,3.75,1.75,4.5,3.5,1.8,#N/A
3879,04/2013,04/2013,Norwich,Reading,04/2013 Norwich Reading,2,1,H,30,36,49,63,1.060606061,0.696969697,D,L,D,D,L,L,L,L,L,L,12,18,33,DLDDL,LLLLL,3,0,0,0,0,0,0,0,1,1,-0.5757575758,-0.8181818182,0.3636363636,0.09090909091,-6,1.75,3.8,5.25,1.7,3.8,4.4,1.75,3.75,4.5,1.75,3.4,5,#N/A
3880,04/2013,04/2013,Queens Park Rangers,Stoke City,04/2013 Queens Park Rangers Stoke City,0,2,NH,29,28,52,39,0.7272727273,1.03030303,D,L,L,W,W,L,L,D,L,L,17,14,33,DLLWW,LLDLL,7,1,0,0,0,0,0,0,0,0,-0.696969697,-0.3333333333,-0.303030303,0.1818181818,3,2.25,3.4,3.5,2.2,3.3,3.1,2.2,3.25,3.3,2.3,3.2,3.2,#N/A
3881,04/2013,04/2013,Sunderland,Everton,04/2013 Sunderland Everton,1,0,H,37,51,45,37,1,1.647058824,W,L,L,D,L,D,W,D,W,W,13,7,34,WLLDL,DWDWW,4,11,0,0,0,0,0,0,0,0,-0.2352941176,0.4117647059,-0.6470588235,-0.2058823529,6,3.4,3.4,2.3,3,3.3,2.25,3.2,3.3,2.25,3.2,3.2,2.3,#N/A
3882,04/2013,04/2013,Swansea City,Southampton,04/2013 Swansea City Southampton,0,0,NH,43,47,42,54,1.235294118,1.117647059,D,D,L,L,L,D,W,W,W,D,11,18,34,DDLLL,DWWWD,2,11,0,0,1,0,0,0,0,0,0.02941176471,-0.2058823529,0.1176470588,-0.2647058824,-7,2.38,3.5,3.1,2.3,3.1,3.1,2.2,3.4,3.1,2.4,3.1,3.1,#N/A
3883,04/2013,04/2013,West Brom,Newcastle United,04/2013 West Brom Newcastle United,1,1,NH,43,42,44,59,1.323529412,1.058823529,D,L,L,D,W,L,W,L,L,W,10,5,34,DLLDW,LWLLW,5,6,0,0,0,0,0,0,0,0,-0.02941176471,-0.5,0.2647058824,-0.02941176471,5,2.25,3.5,3.4,2.25,3.3,3,2.2,3.4,3.2,2.3,3.2,3.2,#N/A
3884,04/2013,04/2013,West Ham United,Wigan,04/2013 West Ham United Wigan,2,0,H,38,37,47,60,1.147058824,0.9117647059,D,D,D,W,L,L,L,D,W,W,18,15,34,DDDWL,LLDWW,6,7,0,0,0,0,0,0,0,0,-0.2647058824,-0.6764705882,0.2352941176,-0.02941176471,3,2.3,3.5,3.3,2.2,3.2,3.2,2.2,3.4,3.2,2.3,3.2,3.2,#N/A
3885,04/2013,04/2013,Liverpool,Chelsea,04/2013 Liverpool Chelsea,2,2,NH,59,66,40,35,1.470588235,1.823529412,D,D,W,L,W,D,W,W,L,W,8,6,34,DDWLW,DWWLW,8,10,0,0,0,0,0,0,0,0,0.5588235294,0.9117647059,-0.3529411765,-0.05882352941,2,2.15,3.6,3.6,2.2,3.3,3.1,2.2,3.3,3.25,2.2,3.3,3.25,#N/A
3886,04/2013,04/2013,Tottenham Hotspur,Manchester City,04/2013 Tottenham Hotspur Manchester City,3,1,H,58,59,41,30,1.794117647,2,W,D,W,L,L,L,W,W,W,L,4,1,34,WDWLL,LWWWL,7,9,0,0,0,0,0,0,0,0,0.5,0.8529411765,-0.2058823529,-0.05882352941,3,3.25,3.6,2.3,2.9,3.3,2.3,3,3.4,2.29,3.2,3.2,2.3,#N/A
3887,04/2013,04/2013,Manchester United,Aston Villa,04/2013 Manchester United Aston Villa,3,0,H,75,36,35,60,2.382352941,1,D,W,L,W,W,D,W,L,W,W,2,16,34,DWLWW,DWLWW,10,10,0,0,0,0,0,0,0,0,1.176470588,-0.7058823529,1.382352941,0,-14,1.25,6.75,13,1.25,5.5,10.3,1.25,6,10.5,1.29,5.5,9.5,#N/A
3888,04/2013,04/2013,Everton,Fulham,04/2013 Everton Fulham,1,0,H,51,44,37,51,1.647058824,1.176470588,D,W,D,W,W,L,D,L,W,W,7,9,34,DWDWW,LDLWW,11,7,0,0,0,0,0,0,0,0,0.4117647059,-0.2058823529,0.4705882353,0.1176470588,-2,1.5,4.5,7.5,1.55,3.9,5.6,1.5,4,7,1.53,3.75,7,#N/A
3889,04/2013,04/2013,Manchester City,West Ham United,04/2013 Manchester City West Ham United,2,1,H,59,38,30,47,2,1.147058824,L,W,W,W,L,D,D,D,W,L,1,18,34,LWWWL,DDDWL,9,6,0,0,0,0,0,0,0,0,0.8529411765,-0.2647058824,0.8529411765,0.08823529412,-17,1.29,6,12,1.27,5.2,10,1.25,5.5,12,1.29,5,12,#N/A
3890,04/2013,04/2013,Newcastle United,Liverpool,04/2013 Newcastle United Liverpool,0,6,NH,42,59,59,40,1.058823529,1.470588235,L,W,L,L,W,D,D,W,L,W,5,8,34,LWLLW,DDWLW,6,8,0,0,0,0,0,0,0,0,-0.5,0.5588235294,-0.4117647059,-0.05882352941,-3,2.88,3.6,2.5,2.75,3.3,2.4,2.8,3.4,2.4,3,3,2.5,#N/A
3891,04/2013,04/2013,Southampton,West Brom,04/2013 Southampton West Brom,0,3,NH,47,46,54,44,1.114285714,1.371428571,D,D,W,W,W,W,D,L,L,D,18,10,35,DDWWW,WDLLD,11,5,1,0,0,0,0,0,0,0,-0.2,0.05714285714,-0.2571428571,0.1714285714,8,1.85,3.75,4.6,1.9,3.45,3.8,1.9,3.6,3.75,1.91,3.1,4.5,#N/A
3892,04/2013,04/2013,Stoke City,Norwich,04/2013 Stoke City Norwich,1,0,H,30,33,41,53,1.057142857,1.085714286,W,L,L,L,D,W,L,D,L,D,14,12,35,WLLLD,WLDLD,4,5,0,0,0,0,0,0,0,0,-0.3142857143,-0.5714285714,-0.02857142857,-0.02857142857,2,2.25,3.3,3.6,2,3.2,3.7,2.1,3.2,3.75,2.15,3.1,3.6,#N/A
3893,04/2013,04/2013,Wigan,Tottenham Hotspur,04/2013 Wigan Tottenham Hotspur,2,2,NH,39,60,62,43,0.9142857143,1.771428571,D,L,L,D,W,D,W,D,W,L,15,4,35,DLLDW,DWDWL,5,8,0,0,0,0,0,0,0,0,-0.6571428571,0.4857142857,-0.8571428571,-0.08571428571,11,3.8,3.6,2.05,3.8,3.45,1.9,3.6,3.6,1.95,3.5,3.3,2.1,#N/A
3894,04/2013,04/2013,Arsenal,Manchester United,04/2013 Arsenal Manchester United,1,1,NH,65,78,35,35,1.8,2.4,W,D,W,W,W,W,D,W,L,W,3,2,35,WDWWW,WDWLW,13,10,1,0,0,0,0,0,0,0,0.8571428571,1.228571429,-0.6,0.08571428571,1,2.25,3.6,3.3,2,3.4,3.5,2.25,3.5,3,2.25,3.2,3.2,#N/A
3895,04/2013,04/2013,Chelsea,Swansea City,04/2013 Chelsea Swansea City,2,0,H,68,43,35,44,1.857142857,1.2,W,D,W,W,L,L,D,D,L,L,6,11,35,WDWWL,LDDLL,10,2,0,0,0,0,0,0,0,0,0.9428571429,-0.02857142857,0.6571428571,0.2285714286,-5,1.36,5.5,9,1.25,5.5,10.3,1.36,5,7.5,1.36,4.5,9,#N/A
3896,04/2013,04/2013,Reading,Queens Park Rangers,04/2013 Reading Queens Park Rangers,0,0,NH,37,29,65,56,0.6857142857,0.6857142857,L,D,L,L,L,L,L,D,L,L,18,17,35,LDLLL,LLDLL,1,1,0,0,1,0,0,0,0,0,-0.8,-0.7714285714,0,0,1,2.55,3.5,2.88,2.5,3.3,2.65,2.6,3.4,2.6,2.6,3.1,2.8,#N/A
3897,04/2013,04/2013,Aston Villa,Sunderland,04/2013 Aston Villa Sunderland,6,1,H,36,38,63,45,0.9714285714,1.057142857,L,D,W,L,W,W,W,L,L,D,16,13,35,LDWLW,WWLLD,7,7,0,0,0,0,0,0,0,0,-0.7714285714,-0.2,-0.08571428571,0,3,2.3,3.4,3.4,2,3.2,3.7,2.25,3.3,3.2,2.3,3.2,3.2,#N/A
3898,05/2013,05/2013,Fulham,Reading,05/2013 Fulham Reading,2,4,NH,44,37,52,65,1.142857143,0.6857142857,L,L,D,L,W,L,D,L,L,L,9,18,35,LLDLW,LDLLL,4,1,0,0,0,0,0,0,1,0,-0.2285714286,-0.8,0.4571428571,0.08571428571,-9,1.73,3.9,5.25,1.65,3.7,4.9,1.72,3.75,4.5,1.73,3.5,5,#N/A
3899,05/2013,05/2013,Norwich,Aston Villa,05/2013 Norwich Aston Villa,1,2,NH,33,36,53,63,1.085714286,0.9714285714,W,L,D,L,D,L,D,W,L,W,12,16,35,WLDLD,LDWLW,5,7,0,0,0,0,0,0,0,0,-0.5714285714,-0.7714285714,0.1142857143,-0.05714285714,-4,2.55,3.3,3,2.3,3.3,2.9,2.37,3.3,2.9,2.6,3,2.9,#N/A
3900,05/2013,05/2013,Queens Park Rangers,Arsenal,05/2013 Queens Park Rangers Arsenal,0,1,NH,29,65,56,35,0.6857142857,1.8,L,L,D,L,L,W,D,W,W,W,17,3,35,LLDLL,WDWWW,1,13,0,0,0,0,1,0,0,0,-0.7714285714,0.8571428571,-1.114285714,-0.3428571429,14,8,4.75,1.44,7.1,5,1.35,6.5,4.5,1.44,8,4,1.44,#N/A
3901,05/2013,05/2013,Swansea City,Manchester City,05/2013 Swansea City Manchester City,0,0,NH,43,61,44,31,1.194444444,2,D,L,D,D,L,D,W,L,W,W,11,1,36,DLDDL,DWLWW,3,10,0,0,0,0,0,0,0,0,-0.02777777778,0.8333333333,-0.8055555556,-0.1944444444,10,5.25,3.8,1.75,4.5,3.7,1.7,4.8,3.6,1.75,5,3.25,1.8,#N/A
3902,05/2013,05/2013,Tottenham Hotspur,Southampton,05/2013 Tottenham Hotspur Southampton,1,0,H,61,47,43,57,1.805555556,1.083333333,W,D,W,D,W,L,D,D,W,W,4,18,36,WDWDW,LDDWW,11,8,0,0,0,0,0,0,0,0,0.5,-0.2777777778,0.7222222222,0.08333333333,-14,1.44,4.75,8,1.4,4.6,6.8,1.5,4.33,6,1.5,3.75,7.5,#N/A
3903,05/2013,05/2013,West Brom,Wigan,05/2013 West Brom Wigan,2,3,NH,48,42,47,64,1.333333333,0.9722222222,L,W,D,L,L,W,D,L,L,D,10,15,36,LWDLL,WDLLD,4,5,0,0,0,0,0,0,0,0,0.02777777778,-0.6111111111,0.3611111111,-0.02777777778,-5,2.45,3.5,3,2.3,3.3,2.9,2.25,3.4,3.1,2.4,3.2,3,#N/A
3904,05/2013,05/2013,West Ham United,Newcastle United,05/2013 West Ham United Newcastle United,0,0,NH,41,43,49,66,1.166666667,1.027777778,L,W,D,D,D,L,D,L,W,L,18,5,36,LWDDD,LDLWL,6,4,0,0,0,0,0,0,0,0,-0.2222222222,-0.6388888889,0.1388888889,0.05555555556,13,2.38,3.4,3.25,2.3,3.3,2.9,2.25,3.4,3.1,2.4,3.1,3.1,#N/A
3905,05/2013,05/2013,Liverpool,Everton,05/2013 Liverpool Everton,0,0,NH,67,52,42,38,1.5,1.638888889,W,D,D,D,W,W,L,D,W,D,8,7,36,WDDDW,WLDWD,9,8,0,0,0,0,0,0,0,0,0.6944444444,0.3888888889,-0.1388888889,0.02777777778,1,1.95,3.6,4.2,2,3.3,3.6,1.95,3.5,3.75,1.95,3.2,4.2,#N/A
3906,05/2013,05/2013,Manchester United,Chelsea,05/2013 Manchester United Chelsea,0,1,NH,79,69,36,35,2.361111111,1.888888889,D,W,D,W,L,W,W,D,W,W,2,6,36,DWDWL,WWDWW,8,13,0,0,0,0,0,0,0,0,1.194444444,0.9444444444,0.4722222222,-0.1388888889,-4,2.2,3.5,3.5,2.1,3.3,3.3,2.2,3.4,3.2,2.25,3,3.5,#N/A
3907,05/2013,05/2013,Sunderland,Stoke City,05/2013 Sunderland Stoke City,1,1,NH,39,31,51,41,1.027777778,1.111111111,L,W,W,L,L,W,W,L,L,L,13,14,36,LWWLL,WWLLL,6,6,0,0,0,0,0,0,1,0,-0.3333333333,-0.2777777778,-0.08333333333,0,-1,2.1,3.3,4,1.85,3.45,4,2.1,3.2,3.75,2.15,3,3.75,#N/A
