	Unnamed: 0	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTGS	ATGS	HTGC	ATGC	HTP	ATP	HM1	HM2	HM3	HM4	HM5	AM1	AM2	AM3	AM4	AM5	HomeTeamLP	AwayTeamLP	MW	HTFormPtsStr	ATFormPtsStr	HTFormPts	ATFormPts	HTWinStreak3	HTWinStreak5	HTLossStreak3	HTLossStreak5	ATWinStreak3	ATWinStreak5	ATLossStreak3	ATLossStreak5	HTGD	ATGD	DiffPts	DiffFormPts	DiffLP	B365H	B365D	B365A	OddsOutput	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	Commentary	Season
583	583	16/01/2016	Southampton	West Brom	3	0	H	28	22	24	27	1.227272727	1.227272727	W	L	L	W	L	D	W	W	L	L	7	13	22	WLLWL	DWWLL	6	7	0	0	0	0	0	0	0	0	0.181818182	-0.227272727	0.0	-0.045454545	-6	1.73	3.75	5.5	HW	1.8	3.5	4.2	1.67	3.5	5.5	1.75	3.25	5.5	Southampton are feeling much better about themselves after beating watford on wednesday night and the visit of West Brom West Brom presents them with a good chance to win consecutive matches for the first time since early november . but West Brom West Brom should not be underestimated . tony West Brom ' s side are below Southampton only on goal difference and they were excellent in their 2-2 draw at chelsea on wednesday . jacob steinberg	15/16
584	584	16/01/2016	Tottenham Hotspur	Sunderland	4	1	H	34	26	17	41	1.636363636	0.818181818	L	D	W	W	W	W	W	L	L	L	5	16	22	LDWWW	WWLLL	10	6	1	0	0	0	0	0	1	0	0.772727273	-0.681818182	0.818181818	0.181818182	-11	1.36	5.25	9.5	HW	1.37	4.6	7.5	1.35	4.75	9.0	1.4	4.0	10.0	Tottenham Hotspur ' s defeat to leicester , conceding a late robert huth header , on wednesday was a major blow to their title ambitions . they Sunderland be expected to return to winning ways here and strengthen their grip on a champions league place against a side that were buoyed by winning at swansea but remain beset by a shaky defence that has not kept a clean sheet since november . alan Sunderland	15/16
585	585	17/01/2016	Liverpool	Manchester United	0	1	NH	25	27	27	20	1.409090909	1.545454545	D	L	W	W	L	D	W	D	L	L	6	4	22	DLWWL	DWDLL	7	5	0	0	0	0	0	0	0	0	-0.090909091	0.318181818	-0.136363636	0.090909091	2	2.3	3.25	3.5	HW	2.5	3.2	2.75	2.2	3.25	3.3	2.4	3.1	3.1	it does not help richard scudamore ' s sales pitch to global broadcasters that a clash between the league ' s biggest clubs is simply a contest between ninth and sixth in the table , but the significance of this game Manchester United not be lost on jurgen Liverpool and louis Manchester United Manchester United . two very different managers want the same thing - evidence of genuine improvement - as they look to close the gap on the top four . Manchester United Manchester United has never lost to Liverpool and Liverpool has never faced Manchester United before . league positions Manchester United be forgotten come kick-off . Manchester United hunter	15/16
586	586	17/01/2016	Stoke City	Arsenal	0	0	NH	24	37	22	21	1.454545455	1.954545455	W	L	W	W	L	D	W	W	L	W	9	3	22	WLWWL	DWWLW	9	10	0	0	0	0	0	0	0	0	0.090909091	0.727272727	-0.5	-0.045454545	6	4.33	3.6	1.95	HL	3.8	3.45	1.9	4.0	3.5	1.91	4.33	3.1	1.95	Stoke City have already taken the scalps of both manchester clubs at home this season and , having beaten Arsenal last season , will relish the opportunity of checking another title hopeful . that 3-2 defeat for arsene Arsenal ' s team was marked by some travelling supporters abusing their players at the train station afterwards . defeat here , though , is no longer considered a disaster . alan smith	15/16
587	587	18/01/2016	Swansea City	Watford	1	0	H	19	25	30	24	0.863636364	1.318181818	L	L	D	W	D	L	L	L	D	W	8	18	22	LLDWD	LLLDW	5	4	0	0	0	0	0	0	0	0	-0.5	0.045454545	-0.454545455	0.045454545	-10	2.38	3.25	3.4	HW	2.3	3.3	2.9	2.3	3.1	3.2	2.5	3.1	2.9	Swansea City were justified to feel hard done by after suffering at the hands of awful refereeing in defeat to sunderland midweek . Swansea City Swansea City ' s suspension has been overturned , however , and is clear to play here against a side that has hit something of a slump recently , losing three and drawing one of their last four in the league . Watford did , however , win against newcastle in the fa cup . Swansea City Watford	15/16
588	588	23/01/2016	Crystal Palace	Tottenham Hotspur	1	3	NH	23	38	24	18	1.347826087	1.695652174	L	L	L	D	D	W	L	D	W	W	10	5	23	LLLDD	WLDWW	2	10	0	0	0	0	0	0	0	0	-0.043478261	0.869565217	-0.347826087	-0.347826087	5	3.6	3.5	2.15	HL	3.2	3.2	2.2	3.5	3.2	2.15	3.3	3.3	2.2	Crystal Palace Crystal Palace are on a dire run of two points from their last five games , failing to score in all and shipping eight in the past three . everything points to a Tottenham Hotspur win , then . mauricio Tottenham Hotspur ' s team came from behind to easily beat sunderland last saturday and also impressed in the fa cup at leicester . a champions league spot is within their reach , but could they go all the way ? alan smith	15/16
589	589	23/01/2016	Leicester City	Stoke City	3	0	H	39	24	26	22	1.913043478	1.434782609	D	W	D	D	L	D	W	L	W	W	14	9	23	DWDDL	DWLWW	6	10	0	0	0	0	0	0	0	0	0.565217391	0.086956522	0.47826087	-0.173913044	5	2.1	3.5	3.8	HW	2.0	3.3	3.6	1.95	3.3	3.8	2.05	3.25	3.8	Leicester City have kept tabs with their title rivals despite a run of only one win from five but victory here is vital with games against liverpool , manchester city and arsenal to follow . claudio Leicester City says he is not worried about Leicester City Leicester City ' s seven-match run without a goal , while Leicester City Leicester City has also not found the net in five having also missed two penalties . Stoke City will be tough to break down and rapid on the counter . alan Leicester City	15/16
590	590	23/01/2016	Manchester United	Southampton	0	1	NH	28	31	20	24	1.608695652	1.304347826	W	D	W	D	L	W	W	L	L	W	4	7	23	WDWDL	WWLLW	8	9	0	0	0	0	0	0	0	0	0.347826087	0.304347826	0.304347826	-0.043478261	-3	1.91	3.5	4.75	HW	1.8	3.5	4.2	1.85	3.3	4.5	1.91	3.2	4.5	now is the time for Manchester United Manchester United to embark on a winter-into-spring run to prove louis Manchester United Manchester United ' s claim they can still seriously challenge for the title . before them are a Southampton side who were beaten 3-2 in the reverse fixture and who have seven points fewer than Manchester United ' s 37 . earlier this term Manchester United Manchester United ' s men went 11 games unbeaten in all competitions of which only four were victories . the current sequence is five with three wins . this ratio has to continue into march at least . jamie jackson	15/16
591	591	23/01/2016	Norwich City	Liverpool	4	5	NH	24	25	38	28	1.0	1.347826087	L	L	W	W	L	L	D	L	W	W	18	6	23	LLWWL	LDLWW	6	7	0	0	0	0	0	0	0	0	-0.608695652	-0.130434783	-0.347826087	-0.043478261	12	4.33	3.5	1.95	HL	3.6	3.3	2.0	3.8	3.4	1.95	4.33	3.25	1.91	this is a happy hunting ground for Liverpool , winning their last four visits , and despite their erratic recent form should have enough to deepen Norwich City ' s woe . consecutive defeats have left city two points above safety but those were both away . they are undefeated in five at Norwich City road . alex Norwich City might give Norwich City naismith his debut after the scotland striker ' s move from everton was confirmed . alan smith	15/16
592	592	23/01/2016	Sunderland	Bournemouth	1	1	NH	27	26	45	37	0.782608696	1.043478261	L	W	W	L	L	W	L	D	L	D	16	18	23	LWWLL	WLDLD	6	5	0	0	0	0	0	0	0	0	-0.782608696	-0.47826087	-0.260869565	0.043478261	-2	3.0	3.4	2.5	HL	2.65	3.3	2.5	2.9	3.1	2.4	3.0	3.0	2.5	friends reunited is the subplot of a game sam Sunderland says his Sunderland side simply can not afford to lose . with the wearsiders seemingly averse to drawing under Sunderland ' s charge much may depend on the performances of two former Bournemouth loanees , Sunderland Sunderland and Sunderland o ' shea in the home ranks . both played in the same south coast team as eddie Bournemouth and jason tindall , now the visiting manager and assistant manager . Sunderland even lodged with tindall with the then defender cooking for him . louise taylor	15/16
593	593	23/01/2016	Watford	Newcastle United	2	1	H	25	24	25	39	1.260869565	0.913043478	L	L	L	L	D	W	D	L	L	L	18	15	23	LLLLD	WDLLL	1	4	0	0	0	0	0	0	1	0	0.0	-0.652173913	0.347826087	-0.130434783	3	2.05	3.5	4.0	HW	2.0	3.3	3.6	2.0	3.4	3.6	2.1	3.2	3.75	"of their last nine league games Watford won the first four and lost the last four , with a draw in the middle . their recent form means that for the first time since august there is some concern about their prospects this season , a wobble they will attempt to end by completing a treble over Newcastle United , who have not lost in two matches since they were undeservedly beaten here in the fa cup a fortnight ago . "" it is a tough challenge to beat them again , but this is our target , to play well and replicate those good feelings , "" said quique sanchez Watford . Watford ' s record signing nordin amrabat should make his debut at some stage . simon burnton"	15/16
594	594	23/01/2016	West Brom	Aston Villa	0	0	NH	22	18	30	38	1.173913043	0.52173913	L	D	W	W	L	D	W	L	L	D	13	17	23	LDWWL	DWLLD	7	5	0	0	0	0	0	0	0	0	-0.347826087	-0.869565217	0.652173913	0.086956522	-4	2.1	3.3	4.0	HW	2.15	3.25	3.25	2.1	3.1	3.8	2.1	3.0	4.0	while Aston Villa Aston Villa ' s performances have improved slightly in recent weeks , their form needs to get better quicker if they are to eat up the 10-point gap to safety . West Brom West Brom are safely positioned in mid-table and despite a host of injuries to key players , leaving tony West Brom concerned , they will be fancied to complete a league double over their neighbours for the first time in 42 years . Aston Villa smith	15/16
595	595	23/01/2016	West Ham United	Manchester City	2	2	NH	34	43	26	21	1.52173913	1.869565217	L	W	W	W	D	W	D	W	D	W	12	2	23	LWWWD	WDWDW	10	11	0	0	0	0	0	0	0	0	0.347826087	0.956521739	-0.347826087	-0.043478261	10	5.0	4.0	1.73	HL	4.7	3.6	1.7	4.75	3.8	1.67	5.0	3.6	1.73	West Ham United West Ham United can complete a first league double over Manchester City Manchester City in 53 years and will fancy their chances given their run of one loss in nine games , albeit that being last week ' s defeat at newcastle . for Manchester City there is the opportunity to leapfrog arsenal , and having tightened up at the back and containing Manchester City aguero in attack , the visitors will also feel confident of winning . sachin nakrani	15/16
596	596	24/01/2016	Arsenal	Chelsea	0	1	NH	37	31	21	34	1.913043478	1.086956522	D	D	W	W	L	D	D	W	D	D	3	1	23	DDWWL	DDWDD	8	7	0	0	0	0	0	0	0	0	0.695652174	-0.130434783	0.826086957	0.043478261	2	2.1	3.5	3.9	HW	2.2	3.25	3.3	2.0	3.4	3.6	2.1	3.2	3.75	"arsene Arsenal insists this is a derby against "" direct rivals "" , but there is little evidence to suggest last season ' s champions will raise their game and disrupt the current leaders ' progress . four of Chelsea ' s six league wins this season have come against teams in the bottom eight , with the others against a crystal palace side on the turn and an Arsenal lineup reduced to nine men . that loss to jose mourinho in september will still rile Arsenal , though the onus is now on guus Chelsea to prove his unbeaten six-match tenure is no false dawn . dominic fifield"	15/16
597	597	24/01/2016	Everton	Swansea City	1	2	NH	39	20	32	30	1.260869565	0.956521739	D	D	D	L	W	W	L	L	D	W	11	8	23	DDDLW	WLLDW	6	7	0	0	0	0	0	0	0	0	0.304347826	-0.434782609	0.304347826	-0.043478261	3	1.73	3.8	5.5	HW	1.7	3.6	4.7	1.67	3.6	5.25	1.67	3.6	5.5	Swansea City won a game at long last in their previous outing against watford , Everton dropped two points in a game they should have won by conceding in the 98th minute at chelsea . the upshot is that the home side are still a point away from the top half of the table , the visitors just a point above the relegation positions . if new coach francesco Swansea City is going to make a difference at the welsh club , today would be a good time to start . paul wilson	15/16
598	598	06/02/2016	Aston Villa	Norwich City	2	0	H	18	28	40	46	0.52	0.92	L	D	D	W	L	L	L	L	L	W	17	18	25	LDDWL	LLLLW	5	3	0	0	0	0	0	0	0	0	-0.88	-0.72	-0.4	0.08	-1	2.45	3.2	3.3	HW	2.4	3.2	2.85	2.3	3.2	3.2	2.4	3.1	3.1	if Aston Villa Aston Villa are to have just the slimmest chance of survival the visit of Norwich City , who have lost five on the bounce , is a must-win game . however , injuries to Aston Villa Aston Villa and Aston Villa kozak have left remi garde with just Aston Villa Aston Villa as his only fit striker . Norwich City welcome Norwich City Norwich City back as they look to end their dreadful run of losses and stay out of the relegation zone . gregg bakowski kick-off saturday 3pm	15/16
599	599	06/02/2016	Liverpool	Sunderland	2	2	NH	30	28	34	47	1.36	0.76	L	W	L	D	L	L	D	L	W	W	6	16	25	LWLDL	LDLWW	4	7	0	0	0	0	0	0	0	0	-0.16	-0.76	0.6	-0.12	-10	1.44	4.75	8.5	HW	1.4	4.4	7.3	1.4	4.33	7.5	1.44	4.2	8.0	jurgen Liverpool has a different problem in his attempt to keep supporters inside Liverpool , with the fans ' group spion kop 1906 calling for a mass walkout in the 77th minute against Sunderland in protest at Liverpool ' s new ticket price structure featuring PS77 seats . on the pitch Liverpool need the cutting edge that was notable by its absence in the midweek defeat at leicester city . relegation-threatened Sunderland have not won at Liverpool since october 1983 . andy hunter	15/16
600	600	06/02/2016	Manchester City	Leicester City	1	3	NH	46	44	23	26	1.88	2.0	W	D	W	D	W	W	W	D	W	D	2	14	25	WDWDW	WWDWD	11	11	0	0	0	0	0	0	0	0	0.92	0.72	-0.12	0.0	-12	1.62	4.2	6.0	HW	1.6	4.0	5.0	1.57	4.0	5.75	1.62	3.6	6.0	despite Leicester City Manchester City arriving as leaders by three points the smart money remains on Manchester City Manchester City beating them to close the deficit . but in this premier league season for the ages anything is proving possible so imagine the boost for Leicester City Leicester City and company if they return back down the motorway having defeated manuel Manchester City ' s men to double their advantage . Leicester City jackson	15/16
601	601	06/02/2016	Newcastle United	West Brom	1	0	H	25	23	44	31	0.84	1.16	L	L	W	D	L	D	D	L	D	W	15	13	25	LLWDL	DDLDW	4	6	0	0	0	0	0	0	0	0	-0.76	-0.32	-0.32	-0.08	2	2.15	3.4	3.8	HW	2.1	3.3	3.3	2.15	3.1	3.6	2.2	3.3	3.3	what price for West Brom West Brom stepping off the bench to score the winner for tony West Brom ' s side ? following West Brom West Brom ' s rejection of Newcastle United ' s PS21m bid for the forward , that is probably the stuff of steve mcclaren ' s nightmares . if relegation is to be avoided - and if he is to keep his job - this really looks a must-win game for the tynesiders . that task is complicated by an injury crisis . despite investing PS80m in new players this season , mcclaren has only three fit senior defenders . louise Newcastle United	15/16
602	602	06/02/2016	Southampton	West Ham United	1	0	H	32	38	24	28	1.36	1.56	D	W	W	W	L	W	D	L	W	W	7	12	25	DWWWL	WDLWW	10	10	0	0	0	0	0	0	0	0	0.32	0.4	-0.2	0.0	-5	1.73	3.8	5.5	HW	1.7	3.6	4.7	1.67	3.6	5.25	1.75	3.5	5.0	it will be worth keeping an eye on charlie austin as he makes his home debut for Southampton against the club that took a pass on him . ronald Southampton ' s side are in rich form and will hope austin ' s predatory skills help to close some of the gap to the team above them in sixth . West Ham United West Ham United are hard to beat , though , and have West Ham United West Ham United available again after recovering from injury . gregg bakowski	15/16
603	603	06/02/2016	Stoke City	Everton	0	3	NH	24	43	28	34	1.32	1.28	L	L	D	W	L	W	L	D	D	D	9	11	25	LLDWL	WLDDD	4	6	0	0	0	0	0	0	0	0	-0.16	0.36	0.04	-0.08	-2	2.7	3.4	2.8	HW	2.55	3.3	2.6	2.5	3.2	2.8	2.62	3.1	2.8	Stoke City city and Everton are both playing below par . Stoke City have won once in the league in 2016 and have scored once in their past five matches , while Everton are 11th despite scoring more goals than everyone apart from the top three . mark Stoke City , who could start Stoke City ' s record signing giannelli imbula , needs his attack to click , Everton need their defence to cut out the errors . jacob steinberg	15/16
604	604	06/02/2016	Swansea City	Crystal Palace	1	1	NH	23	25	32	29	1.04	1.24	D	W	W	L	L	L	L	L	L	L	8	10	25	DWWLL	LLLLL	7	0	0	0	0	0	0	0	1	1	-0.36	-0.16	-0.2	0.28	-2	2.25	3.3	3.6	HW	2.1	3.3	3.3	2.2	3.1	3.5	2.25	3.1	3.4	after such a bleak run , Swansea City have picked up seven points from a possible nine to scramble clear of the bottom three and they badly need to continue that momentum against an out-of-form Crystal Palace Crystal Palace . Swansea City Crystal Palace ' s team have dropped from fifth to 12th place after losing five league games on the spin and their long injury list now includes the names of Swansea City Crystal Palace and Crystal Palace Crystal Palace . alberto paloschi looks sets to make his full debut for Swansea City , who will be without Swansea City sung-yueng . Crystal Palace Swansea City	15/16
605	605	06/02/2016	Tottenham Hotspur	Watford	1	0	H	44	27	19	26	1.8	1.32	W	W	W	L	D	D	W	L	L	L	5	18	25	WWWLD	DWLLL	10	4	0	0	0	0	0	0	1	0	1.0	0.04	0.48	0.24	-13	1.5	4.33	8.0	HW	1.5	4.0	6.1	1.48	4.0	7.0	1.5	4.0	7.0	after four wins on the road , Tottenham Hotspur return to Tottenham Hotspur Tottenham Hotspur lane with optimism building . to sustain that they will need the new central defensive partnership of Tottenham Hotspur Tottenham Hotspur and Tottenham Hotspur Tottenham Hotspur to shut out Watford ' s deadly duo of Watford Watford and Watford Watford . that is the stiffest test Tottenham Hotspur have faced since the loss of Tottenham Hotspur Tottenham Hotspur to injury and if they pass it , especially if Tottenham Hotspur Tottenham Hotspur is unavailale through illness , then premier league title talk will grow . paul doyle	15/16
606	606	07/02/2016	Bournemouth	Arsenal	0	2	NH	29	37	39	22	1.12	1.8	W	D	W	L	D	D	L	D	D	W	18	3	25	WDWLD	DLDDW	8	6	0	0	0	0	0	0	0	0	-0.4	0.6	-0.68	0.08	15	3.8	3.5	2.1	HL	3.6	3.3	2.0	3.6	3.4	2.05	4.0	3.2	2.0	"Arsenal are back in fourth . how did that happen ? and they are well aware that they face a stern test at dean court . Bournemouth , who have been pepped up front by former Arsenal trainee benik afobe , have won five of their past 10 league games and arsene Arsenal is among those who are convinced that they will stay up . "" they have enough substance in their game , "" Arsenal said . Arsenal must calm the jangling nerves . Arsenal hytner"	15/16
607	607	07/02/2016	Chelsea	Manchester United	1	1	NH	32	31	34	21	1.16	1.6	D	W	D	D	W	W	L	W	D	W	1	4	25	DWDDW	WLWDW	9	10	0	0	0	0	0	0	0	0	-0.08	0.4	-0.44	-0.04	-3	2.15	3.3	3.9	HW	2.2	3.3	3.1	2.05	3.2	3.8	2.1	3.1	3.8	this is a tale of two seasoned dutch managers who have not always seen eye to eye , but are now locked in a pursuit of champions league football . louis Chelsea Manchester United can still aspire to achieve that via the domestic league . guus Chelsea may have to target claiming a european cup to leave his team competing for another . his side ' s 10-match unbeaten run masks the reality they have yet to win a premier league game at Chelsea Chelsea since he rejoined the club . this would be a fine moment to break that duck . dominic fifield	15/16
608	608	13/02/2016	Bournemouth	Stoke City	1	3	NH	29	24	41	31	1.076923077	1.269230769	L	W	D	W	L	L	L	L	D	W	18	9	26	LWDWL	LLLDW	7	4	0	0	0	0	0	0	0	0	-0.461538462	-0.269230769	-0.192307692	0.115384615	9	2.05	3.4	4.1	HW	2.1	3.3	3.3	2.0	3.25	3.8	2.05	3.1	4.0	Stoke City are without a league win since the turn of the year and travel to Bournemouth on the back of three straight losses . eddie Bournemouth , in contrast , has steered his side away from the relegation zone and a win here could edge them closer to mid-table and within two points of mark Stoke City ' s side . Stoke City ' s wobbling resolve will be tested once more , while benik afobe is in search of his fourth Bournemouth goal in five matches . ben fisher	15/16
609	609	13/02/2016	Chelsea	Newcastle United	5	1	H	33	26	35	44	1.153846154	0.923076923	D	D	W	D	D	W	L	L	W	D	1	15	26	DDWDD	WLLWD	7	7	0	0	0	0	0	0	0	0	-0.076923077	-0.692307692	0.230769231	0.0	-14	1.44	4.75	8.0	HW	1.5	4.0	6.1	1.44	4.5	7.0	1.44	4.2	8.0	guus Chelsea ' s pursuit of a first home win in the premier league since returning to Chelsea as interim manager will continue against Newcastle United , a team who have lost their last five away games in all competitions stretching back two months . yet the visitors have bolstered their ranks and will pose a different kind of threat at Chelsea Chelsea , where Chelsea forever seem to be striving to salvage games . unbeaten in 11 , the hosts still need a win to look convincing before their midweek champions league duel with paris saint-germain . dominic fifield	15/16
610	610	13/02/2016	Crystal Palace	Watford	1	2	NH	26	27	30	27	1.230769231	1.269230769	D	L	L	L	L	L	D	W	L	L	10	18	26	DLLLL	LDWLL	1	4	0	0	1	0	0	0	0	0	-0.153846154	0.0	-0.038461538	-0.115384615	-8	2.25	3.3	3.6	HW	2.2	3.3	3.1	2.2	3.1	3.5	2.3	3.1	3.3	at the end of december , these two teams looked as if they may be in contention for an unlikely push for europe . but while Crystal Palace ended a run of five successive defeats last week with a point at swansea , Watford have also stuttered having picked up only four points from their last six matches . both sides will be therefore be desperate for a victory , although Crystal Palace ' s need is probably greater . they will have to do it without Crystal Palace Crystal Palace , who is due to return next week , while Watford will hope Watford Watford and Watford Watford can rediscover their scoring touches having failed to find the net in four of their last five matches . ed aarons	15/16
611	611	13/02/2016	Everton	West Brom	0	1	NH	46	23	34	32	1.346153846	1.115384615	W	W	L	D	D	L	D	D	L	D	11	13	26	WWLDD	LDDLD	8	3	0	0	0	0	0	0	0	0	0.461538462	-0.346153846	0.230769231	0.192307692	-2	1.53	4.2	7.5	HW	1.6	3.7	5.4	1.5	4.0	6.5	1.53	3.75	7.0	Everton are once again moving in the right direction after recording successive league wins . West Brom West Brom , in stark contrast , are without a win in their last five in the league and there is serious danger that Everton West Brom ' s side will become embroiled in the battle to avoid relegation . West Brom West Brom are still short of options in defence , with Everton West Brom out with a hamstring problem . Everton , meanwhile , could hand a debut to attacker oumar niasse , a former lokomotiv moscow player known for his pace and power . jeorge bird	15/16
612	612	13/02/2016	Norwich City	West Ham United	2	2	NH	28	38	48	29	0.884615385	1.5	L	L	L	L	L	L	W	D	L	W	18	12	26	LLLLL	LWDLW	0	7	0	0	1	1	0	0	0	0	-0.769230769	0.346153846	-0.615384615	-0.269230769	6	2.38	3.4	3.25	HW	2.6	3.2	2.6	2.4	3.25	2.9	2.5	3.2	2.9	relegation is looking an increasingly likely prospect for alex Norwich City ' s Norwich City . they take on an upwardly mobile West Ham United West Ham United side that will inevitably be buoyed by their dramatic fa cup victory over liverpool in midweek . to add to Norwich City ' s frustrations , midfielder alex Norwich City is suspended . however , West Ham United West Ham United have issues of their own to deal with as West Ham United kouyate , West Ham United West Ham United and West Ham United o ' brien all miss out . the Norwich City winger West Ham United West Ham United will hope for an opportunity to impress against his former side , with Norwich City ' s side in need of attacking inspiration . jeorge bird	15/16
613	613	13/02/2016	Sunderland	Manchester United	2	1	H	30	32	49	22	0.769230769	1.576923077	D	L	D	L	W	D	W	L	W	D	16	4	26	DLDLW	DWLWD	5	8	0	0	0	0	0	0	0	0	-0.730769231	0.384615385	-0.807692308	-0.115384615	12	5.25	3.75	1.75	HL	4.5	3.5	1.75	4.75	3.5	1.75	5.0	3.3	1.8	"if louis Sunderland Manchester United thinks he has got problems at Manchester United Manchester United he should try swapping places with Sunderland ' s sam Sunderland . as if a relegation struggle was not bad enough , the wearside club sacked Sunderland Sunderland , their former england winger on thursday night . Sunderland and Sunderland Manchester United failed to see eye to eye last season when the then west ham manager left the dutchman incensed after accusing Manchester United Manchester United of "" throwing long balls into the box "" to secure a late 1-1 draw at upton park . louise taylor"	15/16
614	614	13/02/2016	Swansea City	Southampton	0	1	NH	24	33	33	24	1.038461538	1.423076923	D	D	W	W	L	W	D	W	W	W	8	7	26	DDWWL	WDWWW	8	13	0	0	0	0	1	0	0	0	-0.346153846	0.346153846	-0.384615385	-0.192307692	1	3.2	3.25	2.5	HL	2.6	3.2	2.6	3.1	3.1	2.3	3.0	3.1	2.5	Southampton Southampton has still to concede since being restored to the Southampton goal and the team picked up 13 points in those five games while Swansea City are finding some form themselves , undefeated in four , three of them under the new manager francesco Swansea City . Swansea City sung-yueng could return for them and the on-loan leroy fer is keen for a debut in front of his manager at feyenoord , ronald Southampton . mark tallentire	15/16
615	615	14/02/2016	Arsenal	Leicester City	2	1	H	39	47	22	27	1.846153846	2.038461538	W	D	L	D	D	W	W	W	D	W	3	14	26	WDLDD	WWWDW	6	13	0	0	0	0	0	0	0	0	0.653846154	0.769230769	-0.192307692	-0.269230769	-11	1.75	4.0	5.0	HW	1.8	3.5	4.2	1.7	3.8	4.5	1.75	3.8	4.5	can le professeur outsmart the self-titled thinkerman again ? maybe , after all arsene Arsenal is the only manager so far to make Leicester City look like the side that were bottom for much of last season . Arsenal , therefore , should be confident they can repeat the display and cut Leicester City ' s lead at the top in front of their own fans . however , claudio Leicester City will surely be plotting another dazzling away win to keep his side on track for title glory . graham searles	15/16
616	616	14/02/2016	Aston Villa	Liverpool	0	6	NH	20	32	40	36	0.615384615	1.346153846	W	L	D	D	W	D	L	W	L	D	17	6	26	WLDDW	DLWLD	8	5	0	0	0	0	0	0	0	0	-0.769230769	-0.153846154	-0.730769231	0.115384615	11	4.75	3.6	1.85	HL	3.6	3.3	2.0	4.5	3.4	1.8	4.5	3.4	1.85	"remi garde ' s team are showing signs of life at the bottom having lost one of their last five league games , although there were also signs of defensive vulnerability during last weekend ' s win over norwich city . with Aston Villa Liverpool , Liverpool Liverpool and Liverpool Liverpool back from injury , Liverpool Liverpool scoring five goals in his last six outings and Aston Villa Aston Villa anxious to face his former club , jurgen Liverpool finally has options to exploit Aston Villa Aston Villa ' s weaknesses . but , as he admitted : "" it is not a coincidence we are ninth and Aston Villa are where they are. "" andy hunter"	15/16
617	617	14/02/2016	Manchester City	Tottenham Hotspur	1	2	NH	47	45	26	19	1.807692308	1.846153846	L	W	D	W	D	W	W	W	W	L	2	5	26	LWDWD	WWWWL	8	12	0	0	0	0	0	0	0	0	0.807692308	1.0	-0.038461538	-0.153846154	-3	2.1	3.75	3.6	HW	1.9	3.45	3.8	2.05	3.4	3.5	2.1	3.3	3.6	a defeat for Manchester City Manchester City by Tottenham Hotspur Tottenham Hotspur and victory for leicester Manchester City at arsenal earlier in the day would put manuel Manchester City ' s side nine points behind the foxes . this might not kill their title hopes but would certainly leave them moribund , so the solution is simple , though difficult to achieve : beat mauricio Tottenham Hotspur ' s men . Manchester City ' s ambitions should be boosted by Manchester City Manchester City ' s return following a long-standing calf injury . jamie jackson	15/16
618	618	27/02/2016	Leicester City	Norwich City	1	0	H	48	30	29	50	1.962962963	0.888888889	L	W	W	W	D	D	L	L	L	L	14	18	27	LWWWD	DLLLL	10	1	0	0	0	0	0	0	1	0	0.703703704	-0.740740741	1.074074074	0.333333333	-4	1.5	4.33	6.0	HW	1.5	4.0	6.1	1.5	4.2	6.0	1.5	4.2	6.5	Leicester City city return to action refreshed after their late defeat at the hands of arsenal and claudio Leicester City will relish the prospect of hosting Norwich City . alex Norwich City ' s side have conceded 18 and taken just one point from their past six games . expecting victory should always be avoided but Leicester City can be sure Leicester City Leicester City and Leicester City Leicester City have the quality to maintain Leicester City ' s two-point advantage at the top . graham searles	15/16
619	619	27/02/2016	Southampton	Chelsea	1	2	NH	34	38	24	36	1.481481481	1.222222222	W	W	D	W	W	W	D	D	W	D	7	1	27	WWDWW	WDDWD	13	9	0	0	0	0	0	0	0	0	0.37037037	0.074074074	0.259259259	0.148148148	6	2.8	3.25	2.5	HL	2.85	3.2	2.5	2.8	3.1	2.5	2.75	3.2	2.62	Southampton have not conceded a goal in nine hours and 14 minutes of football , a daunting statistic for any side to tackle . however , if Chelsea can build on their impressive cup demolition of manchester city last sunday then guus Chelsea should expect a positive outcome . ronald Southampton , meanwhile , will believe his compatriot is vulnerable and st mary ' s can witness a fifth straight home win . graham searles	15/16
620	620	27/02/2016	Stoke City	Aston Villa	2	1	H	27	20	32	46	1.333333333	0.592592593	W	L	L	L	D	L	W	L	D	D	9	17	27	WLLLD	LWLDD	4	5	0	0	0	0	0	0	0	0	-0.185185185	-0.962962963	0.740740741	-0.037037037	-8	1.62	3.75	5.5	HW	1.65	3.6	5.1	1.67	3.6	5.5	1.67	3.4	6.0	hopes that Aston Villa Aston Villa may have belatedly been stirring to fight relegation seem to have been snuffed out by the 6-0 drubbing by liverpool a fortnight ago . remi garde has Aston Villa Aston Villa and Aston Villa Aston Villa fit again but an ailing defence will be tested by a Stoke City side that , bolstered by new arrival giannelli imbula , looked to have recovered their potency in the win at bournemouth . Aston Villa davies	15/16
